dim1,dim2,fault_id
-0.06627839,0.28402886,7
-0.6717575,-0.29819816,7
-1.3989761,1.9488164,7
-0.35874215,-0.5130462,8
0.64505804,-0.51926893,8
1.3147424,-0.3990277,8
1.0081487,-0.13608141,8
1.1973765,-0.4365522,8
1.0130646,-0.3199113,8
1.2770648,-0.41327506,8
1.2020913,-0.33374733,8
-0.5325743,-0.7856959,8
-0.36971888,-0.6202505,8
1.5194373,-1.073656,8
0.61505336,-0.008213493,8
0.6850218,0.038305387,8
-0.4536597,-0.35952434,8
-0.28092963,-0.81080437,8
-0.5948884,-0.8107628,8
1.1658467,-0.3416268,8
0.54392153,-0.5295708,8
-0.23789442,-0.90597016,8
-0.8778565,1.1312828,8
1.1013045,-0.31308815,8
-0.042173292,-0.4338146,8
-0.39944848,-0.48218113,8
1.1847667,-0.50814277,8
0.24705362,0.642391,8
0.029460868,-0.48996386,8
0.947549,-0.48743367,8
0.058841936,0.40059477,8
-0.4158441,-0.50437564,8
0.259591,-0.7207995,8
0.61781603,-0.4891141,9
0.48696992,-1.4160984,9
0.33418205,-1.2237277,9
0.91982263,0.09202029,9
-1.1811436,0.017947331,9
0.44108573,-0.7296883,9
0.111535445,-1.1530045,9
0.7912187,1.4341437,9
-1.1935163,-1.3064263,9
-0.06683108,-0.9032519,9
1.5183156,-1.0877302,9
0.6411065,0.0109541295,9
0.45234042,0.13497922,9
-1.1771711,0.11868924,9
-0.082347356,-1.0313396,9
-1.1223451,-1.2264217,9
0.044333417,-1.4873738,9
0.6117403,-0.40571702,9
-0.16100854,-1.1128782,9
-0.83912975,0.99876815,9
-0.49165937,0.6440916,9
-1.1392093,-0.012470038,9
-0.61618716,-0.28795314,9
1.1630632,-0.511572,9
0.31968078,0.7466376,9
-0.9967075,0.03622564,9
-2.62364,-0.0009265685,9
0.2420205,0.7544989,9
-0.7229428,-0.42663962,9
0.256517,-0.7203289,9
0.62005365,-0.4895076,10
0.4860503,-1.4230572,10
0.33719605,-1.2276559,10
0.9356511,0.10088108,10
-1.1974849,0.019417172,10
0.4790723,-0.73767054,10
0.12097716,-1.1645527,10
0.79391414,1.4377126,10
-1.2240142,-1.3119618,10
-0.06563734,-0.89494854,10
1.5281703,-1.0986713,10
0.65310585,0.01032404,10
0.46070802,0.145928,10
-1.1742742,0.11653133,10
-0.08084704,-1.0433898,10
-1.1321174,-1.235938,10
0.048182473,-1.511474,10
0.60984814,-0.41292185,10
-0.16813044,-1.1354679,10
-0.8438992,0.99958694,10
-0.48462993,0.63943505,10
-1.1509135,-0.007360605,10
-0.62318164,-0.28921586,10
1.1773175,-0.5237948,10
0.31602156,0.74465233,10
-1.0062163,0.04158429,10
-2.624413,-0.0057654446,10
0.24053451,0.75268656,10
-0.7195142,-0.43138227,10
0.26052055,-0.72537136,10
0.39023015,4.694301,11
0.357621,4.678922,11
0.40343076,4.673918,11
0.3810498,4.696103,11
0.37959757,4.684262,11
0.39173642,4.698274,11
0.4493537,4.68374,11
0.3788501,4.6798606,11
0.38638592,4.713595,11
0.3773828,4.611451,11
0.36756256,4.6724615,11
0.37781578,4.695904,11
0.38102436,4.681957,11
0.37710336,4.6697316,11
0.39182106,4.6832633,11
0.3590359,4.685622,11
0.37376937,4.689246,11
0.39403027,4.695369,11
0.36435634,4.694754,11
0.36954316,4.685433,11
0.37643266,4.678305,11
0.38260815,4.676013,11
0.3787022,4.69098,11
0.38685519,4.6902995,11
0.36986342,4.6781406,11
0.38131338,4.7347875,11
0.3772385,4.682451,11
0.37990543,4.6820416,11
0.37560558,4.694355,11
0.2443947,4.6722574,11
0.606939,-0.49060434,12
0.49026474,-1.4166367,12
0.3281859,-1.2297347,12
0.9238149,0.090738475,12
-1.1841888,0.019459875,12
0.4655542,-0.72877824,12
0.11340967,-1.14994,12
0.79387134,1.4345814,12
-1.2140912,-1.3053429,12
-0.059219953,-0.8926311,12
1.51669,-1.0884414,12
0.64899284,0.003133969,12
0.47055653,0.12768883,12
-1.1784827,0.11968035,12
-0.07754413,-1.0274439,12
-1.1107535,-1.225848,12
0.043039296,-1.4919329,12
0.60548794,-0.40911967,12
-0.16708489,-1.1170454,12
-0.8357782,0.98587096,12
-0.49393502,0.64766806,12
-1.1400455,-0.014392636,12
-0.61513317,-0.29387817,12
1.1612809,-0.51229703,12
0.32617295,0.74323255,12
-0.9966033,0.033913724,12
-2.623903,-0.007350556,12
0.24115708,0.75211746,12
-0.7241092,-0.42665792,12
0.2614355,-0.72342783,12
1.0235357,-0.50610137,13
0.68401825,-0.56737703,13
0.546571,-0.8062983,13
0.56411475,-0.58269316,13
0.7004265,-0.5477982,13
0.90581346,-0.52035123,13
0.5667072,-0.78657824,13
-0.42099467,-0.18057479,13
0.9975255,-0.50476146,13
0.42075592,-0.65739983,13
1.501887,-1.0772042,13
0.6240931,-0.5578911,13
0.9153671,-0.5653904,13
-0.30200627,-0.6952081,13
-0.06383389,-0.8293829,13
0.8477449,-0.5201574,13
0.5342414,-0.82513475,13
0.6544058,-0.53224564,13
-0.16101055,-0.829069,13
0.51549375,-0.76146686,13
0.8121592,-0.5379261,13
-0.298329,-0.6791048,13
1.0049263,-0.51179713,13
0.89905983,-0.51430213,13
0.7865126,-0.5340571,13
-0.30676433,-0.70616394,13
0.69177324,-0.5488756,13
0.24433102,0.7356839,13
-0.32845843,-0.686015,13
0.26003167,-0.72441834,13
0.6010526,-0.4942723,14
0.48808193,-1.4486685,14
0.34265372,-1.2411704,14
0.93029106,0.09598199,14
-1.2148916,0.024734523,14
0.47606686,-0.7398391,14
0.16423783,-1.1638218,14
0.8002815,1.4408482,14
-1.2249826,-1.3163735,14
-0.074460424,-0.93144244,14
1.4972019,-1.1026369,14
0.6604558,0.026599413,14
0.45978504,0.15052868,14
-1.1983519,0.1254274,14
-0.09606827,-1.0538898,14
-1.1504941,-1.2443129,14
0.03826734,-1.4955822,14
0.61953634,-0.41100222,14
-0.15876473,-1.1263242,14
-0.8506303,0.99655396,14
-0.49631965,0.6563579,14
-1.1733824,0.0032537759,14
-0.618513,-0.29937777,14
1.19037,-0.5172307,14
0.32751974,0.77665067,14
-1.0085164,0.03139055,14
-2.6219244,0.057393253,14
0.24435352,0.7847035,14
-0.7349153,-0.42894322,14
0.26639095,-0.72621816,14
0.619187,-0.49225274,15
0.48724562,-1.415378,15
0.33925048,-1.2203927,15
0.9199081,0.092575826,15
-1.1804017,0.017644545,15
0.48307183,-0.7286531,15
0.11602013,-1.155808,15
0.78548056,1.4349195,15
-1.2184033,-1.3063139,15
-0.06843937,-0.8948755,15
1.5192052,-1.0889424,15
0.64136195,0.012349299,15
0.45032626,0.13458368,15
-1.1755455,0.11742816,15
-0.082877666,-1.0313715,15
-1.1249579,-1.2264907,15
0.04407084,-1.4873619,15
0.6124955,-0.4048964,15
-0.16471706,-1.1155547,15
-0.84065115,1.0012835,15
-0.49136594,0.6439882,15
-1.1387122,-0.011276056,15
-0.61629,-0.28704557,15
1.1607441,-0.51183593,15
0.32098868,0.74527276,15
-0.99596053,0.037737295,15
-2.6234336,-0.0015202601,15
0.24142101,0.7555486,15
-0.72584367,-0.42629328,15
0.26842025,-0.72691035,15
